Sample,HyPea.7404_3,HyPep.1510_1,HyPep.1510_2,HyPep.1510_4,HyPep.4601N_1,HyPep.4601N_2,HyPep.1510_3,HyPep.7504_1,HyPep.7504_2,HyPep.7504_3,HyPep.4601N_3,HyPea.7404_2,HY.YEST.412_1,HY.YEST.412_2,HY.YEST.412_3,HY.YEST.466_1,HY.YEST.466_2,HY.YEST.466_3,HY.YEST.503_1,HY.YEST.503_2,HY.YEST.503_3,HY.YEST.555_1,HY.YEST.555_2,HY.YEST.555_3,HyPea.7404_1,HyPep.YE_2,HyPep.YE_3,HyPep.YE_1
Ornithine,0.002869688,0.000375141,0.000313359,0.000352162,0.000481751,0.000681934,0.00037686,0.003472399,0.00353416,0.001552228,0.00049949,0.00184762,0.044309993,0.067407591,0.036239133,0.040214586,0.050426896,0.139303022,0.068892342,0.066381956,0.088159616,0.024623206,0.01585497,0.010918311,0.003657551,0.129944164,0.065865355,0.131444516
P-toluenesulfonic acid,0.008989229,0.013666028,0.011886058,0.009984585,0.001304671,0.00403428,0.021065434,0.068365014,0.020722071,0.078003764,0.004230056,0.011474049,0.044433504,0.001733429,0.00012919,0.039877658,0.143784971,0.108199288,0.036242481,0.027264098,0.010979666,0.008879534,0.01468843,0.061871175,0.01276403,0.016143846,0.059624966,0.159658493
Pantethine,2.99E-07,0.080618991,0.068667767,0.073307372,0.014701866,0.021408424,0.087759889,0.013362224,0.008615717,0.004549398,0.005221508,3.12E-07,0.043026344,0.094626935,0.149054105,2.70E-07,3.80E-07,2.91E-07,0.005830338,0.006648395,3.68E-07,0.005925123,0.003286768,0.008021427,3.26E-07,0.133135386,0.051826244,0.120403535
Pantothenic acid,0.003170701,0.012858207,0.013301776,0.009741452,0.003778747,0.002779205,0.010707308,0.009925768,0.010028498,0.008599986,0.002238557,0.003279082,0.034396137,0.082444378,0.043863698,0.07762439,0.089130044,0.09259238,0.078545908,0.045726098,0.044646581,0.029726798,0.023788311,0.031938327,0.003748739,0.05655218,0.096227398,0.078639347
Phenanthridine,0.008125197,0.005011201,0.006359911,0.008645042,0.020506912,0.015615208,0.006292946,0.026472292,0.076019141,0.03013054,0.008155246,0.001851847,0.148224015,0.081512177,0.001943919,0.234892915,0.033664174,0.079029868,0.027526547,0.013147245,0.011001906,0.025102106,0.027370441,0.038142933,0.000284132,0.050485938,0.006705629,0.007780573
Phenylacetaldehyde,3.06E-05,0.000777387,0.000894489,0.000946211,0.00141,0.001497681,0.000733894,0.00415365,0.004910439,0.002809249,0.002190123,3.07E-05,0.010902102,0.008143467,0.082393024,0.10300934,0.061389673,0.352739228,0.107224335,0.073196091,0.006277489,0.000852939,0.000858947,0.020367981,3.24E-05,0.133715738,0.005605455,0.012907295
Phenylalanine,0.019208416,0.027752332,0.030145,0.025505289,0.032947821,0.03264875,0.028283979,0.024146973,0.020828805,0.021530544,0.029395521,0.016550446,0.053730777,0.060561032,0.05798066,0.05761457,0.060497595,0.07278046,0.032631882,0.024992686,0.022494293,0.023218681,0.023137018,0.029257616,0.016225367,0.051942992,0.047250013,0.056740483
Phosphocholine,0.014815984,0.00844861,0.006224409,0.00772657,0.021125716,0.012972768,0.007441205,0.021468209,0.020956575,0.043794569,0.006345177,0.016329391,0.075538128,0.036080997,0.056181436,0.107343785,0.087723146,0.107862765,0.045318803,0.015926977,0.028025833,0.021568849,0.024836204,0.046841608,0.016099217,0.02942753,0.078947109,0.034628429
Phosphonoacetic acid,0.003576921,0.000315123,0.003729577,0.017442517,0.028441045,0.033984496,0.005565781,0.031961201,0.037062588,0.031522065,0.0420871,0.000598583,0.035110939,0.042725871,0.037261868,0.031763624,0.047837608,0.059946469,0.065090067,0.071717183,0.065467477,0.061950941,0.076974194,0.081505422,0.001225393,0.023296719,0.034673917,0.027165309
Pimelic acid,0.080066995,0.011683057,0.009642801,0.052031583,0.008259733,0.009398339,0.044387766,0.006487893,0.061335544,0.062570261,0.008923559,0.065735559,0.010623821,0.009680033,0.011130926,0.014434762,0.088591392,0.08457986,0.009304827,0.126602383,0.008216728,0.00912415,0.075626284,0.012539393,0.086267422,0.010268529,0.010626707,0.011859692
Pyridoxamine,0.003505857,0.03531333,0.004069947,0.037947202,0.012234925,0.013495252,0.002595245,0.003832497,0.00455785,0.003967845,0.007396294,0.010184166,0.073496945,0.076249435,0.056313572,0.056621616,0.06856666,0.06445688,0.046334589,0.061949974,0.031529829,0.018807087,0.020409868,0.024278777,0.008238334,0.093764311,0.051669867,0.108211846
Pyridoxine,0.001759115,0.016722388,0.020139695,0.016438508,0.018120544,0.022135357,0.014032429,0.021860447,0.023384195,0.023616965,0.014820566,0.001996252,0.084121628,0.052623882,0.068880021,0.061991228,0.03814409,0.049159006,0.016229463,0.033835717,0.02047504,0.019120913,0.028833519,0.024656286,0.001120059,0.096579907,0.09256958,0.116633199
Pyrocatechuic acid,0.001276268,0.071658359,0.07916549,0.071138053,0.069049318,0.05804761,0.068009372,0.114416237,0.163117414,0.121437516,0.011521901,0.000151214,0.009710601,0.008812556,0.007585434,0.01917052,0.018760856,0.02816205,0.008807131,0.00668536,0.004787497,0.014021346,0.011487217,0.017853247,0.001011784,0.007134402,0.000360509,0.006660744
Pyroglutamic acid,0.005978779,0.013624158,0.012017514,0.007230453,0.042054483,0.050218514,0.008600413,0.008831142,0.006772656,0.006524479,0.019081028,0.00657709,0.052349371,0.049798938,0.051398983,0.065112765,0.063487883,0.070140844,0.055083397,0.059777395,0.046481179,0.052519281,0.049611387,0.053729473,0.010239229,0.04933661,0.042390365,0.041032191
Quercetin-3-o-glucosyl-6''-acetate,0.014513151,0.03558701,0.047480043,0.018809281,1.05E-06,1.02E-06,0.045335581,0.258624616,0.313046532,0.195894714,1.14E-06,0.003902952,0.003255129,0.00277707,0.009742165,0.002709004,0.002360669,0.003029312,0.009582011,0.004320153,0.005157758,1.05E-06,1.21E-06,0.023862939,1.07E-06,1.17E-06,1.28E-06,9.37E-07
Rac-glycerol 3-phosphoate,0.049041311,0.006110958,0.004851248,0.003463398,0.014178933,0.011818849,0.003904837,0.012102216,0.009159246,0.009175271,0.016289819,0.040920519,0.019645528,0.016538006,0.023429369,0.131689841,0.082753185,0.183750456,0.01862291,0.039411262,0.043837854,0.026845291,0.018226639,0.027836238,0.057446419,0.039414707,0.028459645,0.061076044
Raffinose,0.006208562,0.052079753,0.054843896,0.049245148,0.089185531,0.078390893,0.050682772,0.18997934,0.150561893,0.154681289,0.083816638,0.009101427,0.001232147,0.000910509,0.00228143,0.000827072,0.001831892,0.00091735,0.002738296,0.001862351,0.002020246,0.001827178,0.0019756,0.001558098,0.005638946,0.001691724,0.001554425,0.00235559
Retusin 7-methyl ether,0.047579964,0.031358062,0.031684135,0.038071637,0.051032995,0.049834866,0.032219649,0.051457604,0.095296973,0.046330523,0.04475118,0.048037923,0.031035489,0.050242257,0.035233852,0.018941639,0.022017443,0.039421116,0.032997405,0.030349354,0.050348215,0.012882297,0.018581991,0.013413079,0.033846103,0.012803592,0.020511973,0.009718691
Riboflavin,5.63E-05,7.03E-05,5.94E-05,5.98E-05,0.000103296,0.000168879,8.63E-05,0.004494936,0.00623499,0.002376911,0.000111623,5.14E-05,0.108944577,0.124785095,0.137991305,0.165013497,0.162764117,0.180257928,0.003072032,0.006118725,0.002832913,0.013605779,0.017151713,0.045729498,4.71E-05,0.005636015,0.005776841,0.006398772
Rubiadin,4.46E-05,0.147273,0.207321022,0.192662755,0.129094595,0.00150389,0.162940298,0.02397643,0.121375435,0.003108899,0.001358421,2.21E-07,0.00021892,7.19E-05,0.000108643,0.000291885,0.000291605,0.000392352,0.000161478,0.000216804,0.000165274,0.000916278,0.000279408,0.0004669,0.000337038,0.000875713,0.000816554,0.003729672
Rutoside  (rutin),0.000267021,6.62E-08,2.34E-05,8.97E-05,0.003032601,0.006651886,0.000105613,0.350193007,0.409527177,0.225206805,0.004020512,0.000138731,8.42E-08,7.70E-08,7.44E-08,7.09E-08,8.54E-08,6.78E-08,7.25E-08,6.90E-08,6.75E-08,7.46E-08,7.06E-08,7.21E-08,0.000493044,6.56E-08,8.00E-08,0.00024944
S-adenosyl-homocysteine,0.000650125,0.001504344,0.001375709,0.001282939,0.000184747,0.000225352,0.001320095,0.001204817,0.001171003,0.000547765,1.78E-05,0.002078537,0.001529275,0.001358943,0.000991418,0.216384328,0.123701862,0.415307792,0.032239702,0.016088453,0.02164507,0.009891649,0.001558652,0.062276657,0.001038828,0.031513794,0.003667054,0.049243257
Sebacic acid,0.015979605,8.12E-08,9.34E-08,8.89E-08,0.113451824,0.157677026,0.018603711,0.052983583,0.029309697,0.063209582,0.243191384,0.037971507,0.000775321,6.68E-08,7.19E-08,0.010109201,0.004139166,9.09E-08,0.058754232,0.031760448,0.069709482,0.049073143,0.02497283,0.01011844,7.15E-08,9.01E-08,0.001052302,0.007156863
Secoisolariciresinol,0.006251034,0.003349354,6.03E-07,0.003577879,6.69E-07,8.48E-07,6.10E-07,0.022657361,0.02638466,0.040860831,0.004558192,0.003396817,0.029506661,0.060375096,0.044135768,0.140041792,0.073851031,0.087050393,0.044641453,0.038873837,0.019403519,0.112557869,0.059822535,0.168434541,0.004996491,0.002132899,6.08E-07,0.00313665
Serine,0.006108658,0.039418327,0.033820511,0.028861944,0.057844354,0.048674739,0.031843472,0.012924113,0.009899217,0.011964197,0.043212036,0.006900157,0.055455924,0.055985069,0.062756606,0.048762993,0.082777479,0.090105796,0.012841911,0.01136936,0.013195704,0.005453375,0.005158184,0.017073948,0.006686171,0.081833823,0.049128877,0.069943055
Sinapic acid,0.000187859,0.199311047,0.185973037,0.132783043,0.065636221,0.054752986,0.195660395,0.013904,0.013590645,0.003705399,0.033732911,8.71E-05,0.000223425,8.88E-05,9.83E-05,0.01432345,0.017757801,0.022988597,0.008170893,0.008292826,0.006155023,0.00836774,0.006727204,0.007125885,5.70E-05,9.09E-05,4.59E-05,0.000161609
Sn-glycero-3-phosphocholine,0.00572655,0.005162454,0.004881193,0.005622547,0.002643041,0.002894353,0.005136142,0.012269597,0.012935897,0.016683284,0.003645376,0.005368128,0.038222663,0.059072595,0.04682308,0.134655029,0.136778692,0.134336055,0.009818089,0.011469904,0.017114936,0.015716324,0.017773873,0.063918885,0.004987539,0.068232262,0.076161791,0.081949721
Sotalol,0.000108266,0.016201619,0.018592935,0.022774221,0.022707205,0.034391059,0.017690899,0.020398087,0.02054193,0.008793019,0.026301808,0.000526175,0.020011802,0.043732473,0.023445832,0.000825982,0.000545397,0.010976471,0.011977149,0.025408128,0.005185423,0.004230676,0.00443837,0.005897255,0.000109599,0.22707002,0.106244388,0.300873815
Spermidine,0.014347427,0.029663919,0.02270947,0.02956868,0.014843752,0.010303871,0.027960798,0.046620623,0.044767692,0.041104583,0.010540704,0.015688248,0.060319891,0.048034527,0.056887348,0.039745865,0.045193272,0.049773291,0.039019572,0.036708119,0.034077352,0.04361668,0.047922821,0.032754283,0.015199843,0.047553928,0.04594712,0.049126327
Spermine,0.006266313,3.56E-06,6.59E-08,5.74E-08,0.001523306,0.001473959,6.42E-08,0.017782927,0.017170124,0.018146206,5.67E-08,0.001497449,0.085108067,0.074618842,0.080528504,0.048417772,0.064359604,0.048781093,0.051022485,0.058174951,0.037433691,0.038513387,0.035916191,0.038087885,0.000525573,0.073599133,0.121514264,0.079534469
Succinic acid,0.016538125,0.001443302,0.001271595,0.001233297,0.01037535,0.00844544,0.001284712,0.005080525,0.004576627,0.005851664,0.007808713,0.010346599,0.046023056,0.035313297,0.028660304,0.107778076,0.108023201,0.131801872,0.02339252,0.028731938,0.025869346,0.084227291,0.079504084,0.082744497,0.015103733,0.03784602,0.039935353,0.050789462
Sucrose,0.010458342,0.177111153,0.176846993,0.152725185,0.042456498,0.038739986,0.001925539,0.008483686,0.020443219,0.022824126,0.038743448,0.012042275,0.01027609,0.006518287,0.021351092,0.001159973,0.001620991,0.001407642,0.015553089,0.013490299,0.015128272,0.002628648,0.003441787,0.000716206,0.01387733,0.06625293,0.068452982,0.055323932
Syringaldehyde,0.005071345,0.089909313,0.117870778,0.110615556,0.088631733,0.102344497,0.100637983,0.036875695,0.037390186,0.034766767,0.067999054,0.000229918,0.007182118,0.005631266,0.005789465,0.004275279,0.042686837,0.044557315,0.019427741,0.013732827,0.008461774,0.009829291,0.014099497,0.015376615,0.00494082,0.003660242,0.003544015,0.004462073
Syringic acid,1.96E-08,0.234883827,0.244055299,0.199854478,0.003600459,0.003325324,0.189150837,0.004054546,0.003369748,0.004171495,0.002499593,1.86E-08,0.002385409,0.005872289,0.003394407,0.008204034,0.005257732,0.00794364,0.012820813,0.016402128,0.005633325,0.007672822,0.006264896,0.01891202,0.000165916,0.002885965,0.002058669,0.005160292
Thiamine,0.069227567,0.000488807,0.000516479,0.00066487,0.043026012,0.051433163,0.000513308,0.001018815,0.08762385,0.124657117,0.055728822,0.079940432,0.025208577,0.018141663,0.023537531,0.068794054,0.04191061,0.049627197,0.034025187,0.04217921,0.04628781,0.007986372,0.008153543,0.025136209,0.073974366,0.005081564,0.00934966,0.005767207
Thiazolidine-4-carboxylic acid,0.000623374,0.03142787,0.029736641,0.027883364,0.074317557,0.072823229,0.030161842,0.00216189,0.002917937,0.000576408,0.055738178,0.000969833,0.109826079,0.108118726,0.115925995,0.028138472,0.071819539,0.039281353,0.008634013,0.011837053,0.008010945,0.02791748,0.018624894,0.013093983,0.000805957,0.016493406,0.082897798,0.009236184
Threonine,0.001803625,0.017783257,0.014591775,0.013855107,0.04015369,0.03864027,0.012232611,0.009357059,0.008059179,0.010128737,0.032918547,0.001725886,0.070907493,0.0638251,0.067003061,0.07408061,0.071932556,0.077264771,0.024874565,0.013587545,0.01870899,0.032629192,0.018919244,0.029738458,0.001552041,0.080983682,0.051767007,0.10097594
Thymidine-5'-monophosphate,0.001327881,2.92E-08,0.000339588,0.000542163,0.065784617,0.045409723,0.000396646,0.011788572,0.006901138,0.010613295,0.04015736,0.003308375,0.002530013,0.001928739,0.003498977,0.003150372,9.88E-05,0.002560803,0.180819623,0.157779682,0.168736963,0.05451756,0.046759669,0.17516712,0.002187444,0.001400944,0.003702456,0.00859143
Thymine,0.004191952,0.004986402,0.006571764,0.002311856,0.012869386,0.011118871,0.002447639,0.008000379,0.006706521,0.009965512,0.040391096,0.005317683,0.007769153,0.007050361,0.006533474,0.023650607,0.086698441,0.021170535,0.16720735,0.098874805,0.031322203,0.03941304,0.079561364,0.020388849,0.004809869,0.089911299,0.009250308,0.191509281
Trans-4-coumaric acid,0.001000746,0.066438975,0.075500124,0.049204868,0.020420572,0.022061966,0.062366204,0.15298347,0.141758899,0.130859297,0.017659155,0.000902806,0.018188414,0.016001585,0.016212369,0.018863728,0.021730353,0.027656196,0.009309552,0.011966012,0.002685484,0.007120966,0.006053871,0.02396551,0.001195406,0.029334449,0.024191848,0.024367175
Trehalose-6-phosphate,0.005944924,0.016435008,0.014035412,0.008021414,0.015007913,0.00430206,0.013554181,0.012716549,0.011984465,0.014495275,1.39E-07,0.002029977,0.183047138,0.164579867,0.184296729,0.006821218,0.027689079,0.004011055,0.018982791,0.03549552,0.038015871,0.012876661,0.008584441,0.020857922,0.004041567,0.034060274,0.047837777,0.090274773
Triptophenolide,0.015358293,0.125411237,0.016864731,0.113723134,0.014625164,0.108566842,0.013654223,0.018115339,0.019150173,0.017806838,0.01716691,0.02092054,0.01865651,0.021931779,0.020983732,0.017846354,0.017053134,0.017464641,0.013893868,0.015074868,0.021445728,0.08511894,0.020246608,0.021915262,0.150313875,0.019474194,0.020242951,0.016974136
Tryptamine,0.001423258,0.000335096,0.000293958,9.08E-05,0.005647069,0.003623862,0.000387587,0.005301435,0.007116829,0.006170845,0.003746159,0.001221334,0.007105248,0.009978357,0.006374022,0.003398176,0.40439291,0.520717643,0.001111487,1.32E-08,1.11E-08,1.45E-08,1.32E-08,1.49E-08,0.001201225,0.002825748,0.002690721,0.004846182
Tryptophan,0.009813707,0.052941696,0.056706188,0.045201544,0.043718353,0.037016749,0.050550953,0.022879085,0.018413008,0.022386093,0.035054527,0.008090006,0.04555006,0.045056424,0.0464311,0.071507884,0.050339588,0.061120498,0.025534499,0.020414559,0.016959866,0.042687499,0.038234001,0.032541685,0.010117971,0.028325505,0.025951673,0.036455278
Tyr-tyr,0.007582544,0.030857023,0.030888357,0.023920819,0.233945853,0.159711554,0.030202102,0.049173696,0.02276773,0.018622804,0.144216958,0.007858317,0.005249021,0.022540936,0.005613859,0.028418952,0.029181841,0.03156051,0.020572427,0.018945083,0.02874292,0.009876986,0.01018174,0.008311614,0.005327345,0.011139748,0.002480329,0.002108934
Tyramine,2.35E-09,2.19E-09,2.62E-09,2.09E-09,2.29E-09,1.92E-09,2.51E-09,2.09E-09,2.36E-09,2.21E-09,2.32E-09,2.56E-09,0.000466114,0.00287466,0.001311744,0.184144724,0.107851926,0.659434859,0.001375681,0.00100535,0.000873136,0.000298891,2.60E-09,0.03315925,2.11E-09,0.004968549,0.000389337,0.001845747
Tyrosine,0.013517933,0.04374314,0.039794695,0.033035646,0.037775185,0.041038092,0.036099465,0.026296735,0.025863785,0.028991498,0.032958539,0.015980492,0.037142541,0.038444995,0.034849155,0.070981502,0.041697331,0.051433872,0.026345775,0.02351757,0.023202789,0.023284406,0.022774136,0.051108351,0.011912959,0.067364119,0.040438938,0.060406358
Udp-d-glucose,2.46E-07,2.25E-07,3.01E-07,2.49E-07,2.75E-07,2.49E-07,3.15E-07,0.000176054,2.78E-07,2.37E-07,2.20E-07,2.42E-07,2.11E-07,0.004910269,2.78E-07,0.127433649,0.08393457,0.087676445,0.105367129,0.213259438,0.26097607,0.042246211,0.019092215,0.054923545,3.12E-07,2.61E-07,2.65E-07,2.41E-07
Uracil,0.001192509,0.004741241,0.005588839,0.00438863,0.00429856,0.003712671,0.004399017,0.030756454,0.017041921,0.024145843,0.00140515,0.002363183,0.038095992,0.034822458,0.028405891,0.077167547,0.120457536,0.193234079,0.018696197,0.021284829,0.021387713,0.025816169,0.043926015,0.104004656,0.003188938,0.055849919,0.057052519,0.05257553
Ureidoglutaric acid,0.005766852,0.000608178,0.000280851,0.000418894,0.004733322,0.005334121,0.000305504,0.001639323,0.000260604,0.002142312,0.007362069,0.005278466,0.005052091,0.005858587,0.00626055,0.012756747,0.010353652,0.010284804,0.011442816,0.010591256,0.010736421,0.324798915,0.344671437,0.171977574,0.006229149,0.016949864,0.005038648,0.012867001
Uridine,0.002867928,0.007498456,0.008585056,0.00893371,0.003135541,0.002599927,0.007973412,0.024362611,0.017495945,0.021437825,0.001808606,0.002410265,0.016842487,0.010178578,0.012579532,0.029398426,0.088952292,0.124265207,0.089571605,0.091031308,0.103830436,0.072096068,0.081557093,0.112218007,0.002413805,0.017153222,0.023587007,0.015215645
Uridine 5'-diphosphate,0.001075534,4.22E-08,4.56E-08,5.09E-08,0.002568556,0.001583299,0.001015073,0.016541366,0.012469472,0.01262471,0.003184855,0.001622636,0.00398201,0.007176386,0.004374279,0.027927444,0.009592182,0.045630147,0.060811387,0.124154046,0.136125297,0.216672158,0.107861822,0.162037038,0.00147984,0.014158792,0.01224655,0.013084988
Uridine 5'-diphospho-n-acetylglucosamine,6.21E-08,0.001492336,6.75E-08,0.001043178,5.25E-08,5.62E-08,0.003362696,0.003162113,0.001279064,5.30E-08,5.32E-08,5.62E-08,0.010969761,0.006124259,0.032399046,0.074657098,0.085626652,0.071720417,0.129266768,0.109670772,0.12469657,0.176878365,0.065870162,0.094508034,5.99E-08,6.29E-08,0.005124321,0.002147873
Uridine 5'-monophosphate,0.00102603,0.001399097,0.001448097,0.001277009,0.000985719,0.001468243,0.001288769,0.006783098,0.00510076,0.005859352,0.001601778,0.002288546,0.019055365,0.009790045,0.018065424,0.084274077,0.064019779,0.081929856,0.090226764,0.078919631,0.090089585,0.068898723,0.060056432,0.128981046,0.000659288,0.063667742,0.073912419,0.036927332
Valine,0.002296413,0.001115889,0.021051532,0.001046381,0.023275343,0.01750004,0.001075231,0.020667088,0.049473611,0.055042091,0.006495526,0.002240284,0.067398877,0.081809352,0.074748646,0.050987265,0.057400167,0.053648246,0.070927703,0.06928629,0.052815488,0.016900648,0.010734803,0.014605466,0.000220978,0.06607816,0.063581262,0.04757722
Vanillic acid,0.000214324,0.160814376,0.163661151,0.132491818,0.006125661,0.00212962,0.258075839,0.042832155,0.00875431,0.045390034,0.001559922,0.000622592,0.006823651,0.012733525,0.0083597,0.005419303,0.00545385,0.006312299,0.021972465,0.03750423,0.015912327,0.008751244,0.005321106,0.013787218,8.36E-05,0.008746995,0.005540173,0.014606531
Verbascose,0.036904073,0.002577737,0.006692711,0.004890075,0.204701145,0.187623713,0.013120848,0.033443462,0.046717574,0.05263212,0.183324362,0.04831792,8.07E-08,8.71E-08,7.95E-08,0.001705056,0.008581731,0.00444578,0.037882877,0.026850511,0.025632942,0.022713204,0.003848044,9.24E-08,0.047393563,6.43E-08,8.81E-08,6.09E-08
Xanthosine,0.014681957,0.05412814,0.05676202,0.042182765,0.000945877,0.000704416,0.045160435,0.20648855,0.228291821,0.153361499,0.000155801,0.025274589,0.002874334,0.00252853,0.002244972,0.001609087,0.006711388,0.004983997,0.004894204,0.003070087,0.000561455,0.006232983,0.012814592,0.001732644,0.022300674,0.031887947,0.005332191,0.062083052
Xanthurenic acid,0.037841135,0.006538956,0.009352061,0.000798257,0.010810381,0.009304346,0.007207121,0.024965789,0.023007809,0.106090461,0.010274708,0.038258269,0.06965903,0.063244465,0.024762474,0.130968922,0.136821406,0.119846291,0.011765739,0.009573983,0.004859615,0.004345849,0.005672126,0.02024842,0.028560046,0.018556625,0.015989899,0.050675818
Xylitol,0.007064999,0.018846237,0.020758024,0.019252905,0.00555703,0.005286732,0.017040779,0.028342794,0.02886347,0.021234618,0.004710648,0.006513443,0.06375093,0.061347059,0.060381289,0.04957834,0.076410634,0.089222397,0.03357972,0.038029648,0.036499096,0.050187867,0.051913578,0.05748865,0.006922995,0.045593514,0.045413835,0.05020877
Zeatin,8.27E-05,7.85E-09,4.36E-05,6.47E-09,6.66E-09,7.36E-09,6.68E-05,0.000293344,0.000999547,0.000164021,8.37E-09,0.000165153,0.005756038,0.034870244,0.002595486,0.649142849,0.038044415,0.014281586,0.001993168,0.004380413,0.000114391,0.015689509,0.003068928,0.185488639,6.74E-09,0.015617539,0.017826388,0.009315242
Zinniol,0.013573835,0.034725036,0.025003417,0.039927652,0.051441882,0.02709583,0.040431991,0.022372365,0.031726441,0.049318306,0.019750551,0.0196522,0.065181598,0.049820553,0.035055277,0.035404769,0.026355088,0.050417817,0.03309842,0.020503065,0.046600234,0.047149727,0.04636782,0.017924143,0.019449916,0.034935253,0.053456972,0.043259847
